raw_message_id,message_type,parse_status,resolved_trader_id,source_chat_id,telegram_message_id,reply_to_message_id,message_ts,raw_text,warning_text,symbol,direction,entry_main,average_entry,stop_loss_price,take_profit_prices,entry_plan_type,entry_structure,has_averaging_plan,intents,actions,target_refs,reported_results,validation_warnings
579,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2280,,2026-02-10T13:22:17+00:00,"Всем привет, это админ! 👋

Залетаю с анонсом 😉
Завтра вечером trader#A готов устроить в канале мини-марафон по интрадей-сделкам (тот самый формат “вошли - вышли, приключение на 20 минут”)😅.
Время: с 19:00 до 22:00 (МСК)
Условие запуска: если под этим постом собираем 200+ реакций - делаем. 
Если нет - значит, «Вы не готовы все! Я на вас сейчас всех смотрю - вы не готовы!» без марафонов пока.😉

Что будет по правилам?
Торгуем быстрые сделки. Хотя, в конечном итоге, всё зависит от рынка.
Сетапы - как обычный интрадей (формат ниже).
Ключевое отличие: фиксируем 100% позиции на 1 тейке.
Вход всегда на 1% от депо.
Нужны быстрые пальцы: если не знаете, какие у вас - спросите жену. 😂

Как будет идти поток?
Сделки публикуются по мере завершения анализа.
Как только сделка закрылась по тейку или стопу - выходит следующая (возможно не мгновенно, но нужно быть готовым).
Так что если хотите участвовать нормально - держите внимание на канале примерно с 19:00 до 22:00 (МСК).

Пример сетапа (как это выглядит):
#интрадей
#SXTUSDT 🐂 Лонг (вход лимиткой)
Вход (2-фазный):
— Вход лимиткой: 0,02331
— Усреднение: нет
Отмена входа: если 15m закреп ниже 0,02322 (PDL)
Стоп:
— SL: 0,02298 🛡(от A: -1,4%, от B: —)
Тейки (интрадей, 3 цели):
— TP1: 0,02363 🎯 (от A: +1,4%, от B: —)
— TP2: 0,02378 🎯 (от A: +2,0%, от B: —)
— TP3: 0,02402 🎯 (от A: +3,0%, от B: —)


🔷 В марафоне будет проще: один тейк - 100% фиксация.
Ну что, тряхнём ордерами?

Жду 200+ реакций под постом - и завтра вечером летим. 🚀

⚠️ Дисклеймер: это экспериментальный формат, и 100% успеха мы не гарантируем - это всё ещё рынок и он умеет всякое.
Можно вообще просто понаблюдать со стороны - это нормально и бесплатно. 
Я вот, честно, сам так и сделаю. 🍿
Для остальных - это шанс резко встать из-за стола за завтрашним ужином и сказать: «Рынок зовёт!»
+15 к крутизне и −10 к мытью посуды вам обеспечены. 😂

#админ",llm_unavailable,SXTUSDT,,,,0.02298,"[0.02363, 0.02378, 0.02402]",,,,[],[],[],[],"[""llm_unavailable""]"
695,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2116,,2026-02-04T11:51:16+00:00,"Друзья, админ на связи! 👋
Небольшой апдейт по каналу - сразу несколько новостей.

Первое.
Статистика за январь уже добавлена в руководство по пользованию каналом.
Как и раньше, оно лежит в закрепе - никуда не убежало, не спряталось и...не съёжилось. (это просто холодно на улице🥶😅)

Второе.
Мы слегка обновили формат тегов.
Вглядись внимательно, усталый трейдер!
Было: trader#A
Стало: trader #A 
Вроде бы мелочь, но
вы бы знали сколько бабла мы отвалили студии Артемия Лебедева за этот ребрендинг!😂
Зато теперь:
хэштег читается как хэштег
визуально стало чище
мне за эту разработку тааакую премию дадут - ооо…😂
Прогресс. Не благодарите.

Третье.
trader #A немного пересобрал распределение тейков.
Было: 30 / 35 / 35
Стало: 50 / 40 / 10
Проще говоря:
первый тейк стал сочнее
второй - всё ещё рабочий
а журавль в небе третий тейк перестал быть источником ваших самых распутных фантазий
и теперь скромно висит на стене, как дедушкино ружье - красиво блестит, но все в доме знают, что дед стреляет из него только по праздникам...😂
Потом, правда, пьёт ещё неделю и называет всех бабок во дворе ""Цыпами""...

Смысл простой:
больше фиксировать реальный профит,
меньше ждать, пока рынок исполнит все мечты разом.
Руководство обновлено, статистика актуальна, теги красивые -
""Рррработаем!👊"" (подсмотрел у одного телеведущего...пока вроде не используется🥹)

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
763,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,1970,,2026-01-30T03:17:16+00:00,"[trader#A]
итог по сделкам:
hype - 1.27R
aave -1.67R
aster - 1.15R
xrp - 0.75R
doge - 1.38R
btc - 1.62R",llm_unavailable,,,,,,[],,,,"[""U_REPORT_FINAL_RESULT""]","[""ACT_ATTACH_RESULT""]",[],"[{""r_multiple"": 1.27, ""symbol"": ""HYPE""}, {""r_multiple"": 1.67, ""symbol"": ""AAVE""}, {""r_multiple"": 1.15, ""symbol"": ""ASTER""}, {""r_multiple"": 0.75, ""symbol"": ""XRP""}, {""r_multiple"": 1.38, ""symbol"": ""DOGE""}, {""r_multiple"": 1.62, ""symbol"": ""BTC""}]","[""llm_unavailable""]"
773,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,1957,,2026-01-29T18:41:36+00:00,"Итоги января 2026 (статистика на вечер 29.01)

Если коротко - январь был. 😏
Весь месяц рынок вёл себя как деревенский гуляка, который решил после посиделок в гостях на празднике срезать путь домой:
итог - ЗАБОР, боль, и стойкое желание больше не повторять. 😂
Ладно, не всё так драматично!

Что там у наших парней?

trader#A

Формат: intraday + среднесрок, фьючерсы

Статистика:
Всего сигналов: 33
Закрыто: 27
в плюс: 7
в минус (защитные): 8
БУ: 12
В работе: 6

Результат:
Итог по закрытым:  +3.24%
С учётом уже зафиксированных тейков по открытым: +3.78%
Если “закрыть всё прямо сейчас и завязать с этим трейдингом нахрен!” (mark-to-market): ≈ +6.24% 😉

Коротко по сути:
В этом месяце хорошо себя показали шорты (круче только в июле на жаре😂)
Лонги - наоборот, просели
Много БУ и не слишком приятных стопов, но в итоге...
Не феерия, конечно,  но рабочий плюс в сложном рынке.

Если в прошлом месяце мы нарекли trader#A швейцарским ножом, то в этом - это скорее ложка. Но пока всё ещё с альпийским блеском. 😂

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1142,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,1414,,2026-01-05T19:33:32+00:00,"Друзья, #админ на связи 👋
Небольшое уточнение по trader#A.

Перед Новым годом было пару сигналов, которые он не довёл и ушёл праздновать, исчезнув из доступного нашим чувствам мира,  как декабрьская зарплата.💨

Праздник - это, конечно, святое...😌
Но сопровождение сигналов - это что-то прямиком на божественном. 😇

В принципе, ничего критичного не произошло: хоть эти 2 сделки закрылись по стопам - это просто часть работы. В статистике всё отразим, в любом случае.👌
Но сам факт, что не довёл - косяк.🤔

В итоге, мы назначили товарищу пять рождественских розг и заставили 50 раз написать Диме в директ:
«Я не бросаю позиции ради салатов».🫡
Шутка… конечно. 
Мы просто взяли в заложники его собаку 🐕😂

Приносим извинения.
Будет внимательнее, и мы - тоже.

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1314,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,1145,,2025-12-22T16:39:22+00:00,"Друзья, админ зашёл чат 👋 

Некоторые пользователи читают сигналы, как-будто человек, на ощупь наткнувшийся в темноте на рифлёную батарею и решивший, что это Священное Писание на языке Брайля.😎

Чтобы как-то помочь нашему общему делу - ниже публикую регламент стратегии и правила пользования сигналами trader#A
Про что-то уже говорил ранее, - но, в любом случае, тут лучше лишний раз повторить, чем упустить какую-то деталь.🧐

1️⃣ Рынок и стиль
Торгуем крипто-фьючерсы, направления - лонг / шорт, в зависимости от фаз Лунного Цикла.😁

Плечо 3-5x.
Не 20, не «А у меня вот сотое - и что ты мне сделаешь?»
Ничего не сделаю. Но тогда без обид.

2️⃣ Стоп-лосс (он есть. всегда.)
Стоп ставится сразу при входе.
Если нет - выйди и зайди нормально, кому сказали!👨‍🏫

Двигать стоп дальше от входа запрещено.
Там - лава.🔥😂

Стоп можно двигать только в сторону уменьшения риска:
после TP1 - в безубыток;
после TP2 - на уровень TP1.

3️⃣ Вход 
Если сигнал даёт зону:
70% позиции - по рынку;
30% - лимиткой по зоне.

Главное правило:
Если лимитка не исполнилась, а цена ушла - НЕ ДОГОНЯЕМ.
Это не любовь всей жизни и не последний поезд.

4️⃣ Выходы и сопровождение

TP1
Фиксирем 30% всей позиции.
Стоп - в БУ.
Допускается подтяжка стопа только за свинг
(Свинг, если что - это не что-то из мира джаза и не ваши сексуальные предпочтения, а структура рынка😂):
Лонг - стоп под новый локальный лой;
Шорт - стоп над новым локальным хаем.

TP2
Фиксируем 50% от остатка.
Стоп - на уровень TP1.

TP3
Фиксирем всё.
Сделка закрыта.
Можете купить жене Рафаэлки, а себе - Chapman😊

Продолжение ниже...
#админ",llm_unavailable,,,,,,"[1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3.0]",,,,[],[],[],[],"[""llm_unavailable""]"
1461,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,951,,2025-12-15T11:38:09+00:00,"Друзья, привет! Админ на связи 👋

Вы могли заметить, что после небольшого перерыва [trader#A] снова начал публиковать сигналы по второй стратегии - интрадей.
Той самой, которую он временно ставил «на паузу», допиливал, подкручивал, освещал, заговаривал на растущей луне, ходил с ней к бабке и вот вернул к жизни! 🙏

Чтобы не было разночтений и сюрпризов в стиле «а я думал, это среднесрок», ниже - коротко и по делу, как именно можно теперь работать с двумя стратегиями и риском.🫡

⚡ Интрадей (#intraday)
Это краткосрок.
Сигналы живут от нескольких часов до пары дней - быстро, чётко, динамично. 
На случай если вдруг скучаете и захотелось...движухи. Простите, не удержался! 😂

Как это выглядит:
анализ рынка осуществляется на 4h/1h, ищутся импульсные паттерны, выдаётся лонг/шорт
- фиксированный стоп
- несколько тейков
- без самодеятельности.

По риску выбираете режим заранее:
1% - спокойно и консервативно
2% - базовый режим
3% - только для сильных сигналов (вас предупредят😉) и адекватной серии

Риск считаем не «на глаз», друзья!
Объём позиции подгоняется так, чтобы стоп = выбранный % депозита
Никаких «долью ещё чуть-чуть, ведь Новый Год - это время чудес!»😂
Если открыто несколько интрадей-сделок, то суммарный риск держим в районе 3-5%, не больше

Плюсы:
частые сделки, меньше простоев, ну и......фух, тут удержался!😮‍💨😅

Минусы:
больше эмоций, комиссии, возможны серии стопов - дисциплина обязательна.
#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1481,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,919,,2025-12-12T15:09:32+00:00,"Друзья, привет! Админ снова на связи 👋
Хорошая новость пришла раньше обещанного: 
trader#A уже завтра возвращается с новыми сигналами!
Все предыдущие позиции уже закрыты, но новые не заставят себя ждать.👌

И огромное спасибо всем за обратную связь по сигнальным каналам! 
Вы прислали столько вариантов, что мы уже начали оценивать не только их статистику, но и такие фундаментальные показатели, как стиль и эстетика аватарки, и степень пиетета к клиенту, выраженная в наличии в переписке с ассистенсом фраз типа «ваше благородие» и «милостивый государь» (да, наш идеал - это кассир в ""Теремке"")😂

Так что продолжение следует - и, судя по всему, будет интересным. 
Спасибо, что вы с нами, смотрите, оцениваете сигналы ну и торгуете в плюс, очень надеемся! 🚀
#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1501,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,893,,2025-12-10T09:38:18+00:00,"Друзья, привет! Админ на связи 👋
Важное сообщение: новых сигналов от [trader#A] до конца недели не будет. 
У человека есть важная и полностью уважительная причина взять небольшую паузу. 
При этом все уже опубликованные сигналы и активные сделки он продолжит контролировать, так что по текущим позициям всё спокойно и под присмотром.👌

Ну и раз такое дело - свободная позиция в команде… самое время для триумфального возвращения иконы shitcoin-торговли -  [trader#4]! 🥳 
Шутка. 
Мы еще не отошли и даже не уверены будем ли использовать этот номер в память о легенде. 😂

Кстати, серьёзно, - судьба цифры 4 теперь частично в ваших руках! 
Если у вас есть на примете ЗАРУБЕЖНЫЕ трейдеры с ХОРОШЕЙ РЕПУТАЦИЕЙ, чьи сигналы вы бы хотели видеть у нас в канале - кидайте варианты в личку вот этому джентльмену: @wooster_n.
И кто знает… возможно, благодаря вам цифра 4 однажды будет реабилитирована.🙏
А если нет - мы в команде продолжим жмуриться и визжать на этом месте при счёте до пяти.🥲

Всем хорошего дня и до скорого!😉

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
1552,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,823,,2025-12-05T13:18:00+00:00,"Друзья, привет! Админ на связи 👋

Хочу внести немного дополнений по поводу работы с сигналами от [trader#A], чтобы у всех было чёткое понимание структуры и не возникало путаницы.

Весь ноябрь трейдер A работал строго по одной стратегии - ""выживание"" среднесрочной.😁
Она показала себя достаточно стабильно, и в целом дала понятное и прогнозируемое поведение сигналов.

В первые дни декабря [trader#A] преисполнился веры и протестировал вторую стратегию - Интрадей.😌
По ней было выдано несколько сигналов, и ниже я размещу их полный список.

👉 Список сигналов Интрадей:
1. BTC - https://t.me/c/3171748254/704 стоп 1.1%
2. ETH - https://t.me/c/3171748254/705 1 тейк 2.4%
3. XRP - https://t.me/c/3171748254/706 1 тейк 2.5%
4. DOGE - https://t.me/c/3171748254/707 1 тейк 2.5%
5. ENA - https://t.me/c/3171748254/750 3 тейка 17.9%
6. DASH - https://t.me/c/3171748254/751 1 тейк 6.2%
7. ADA - https://t.me/c/3171748254/765 1 тейк 4.3%
8. ICP - https://t.me/c/3171748254/766 стоп 3.5%
9. ARB - https://t.me/c/3171748254/767
10. SEI - https://t.me/c/3171748254/768 стоп 3.6%
11. RAY - https://t.me/c/3171748254/769 2 тейка 9.9%
12. ATOM - https://t.me/c/3171748254/770 стоп 2.6%
13. SOL - https://t.me/c/3171748254/787 стоп 2.6%
👉 А это Среднесрок за декабрь:
1. DOGE - https://t.me/c/3171748254/795
2. CAKE - https://t.me/c/3171748254/805
3. 1INCH - https://t.me/c/3171748254/817
4. LINK - https://t.me/c/3171748254/818
5. ZETA - https://t.me/c/3171748254/819
6. BAT - https://t.me/c/3171748254/821
7. XRP - https://t.me/c/3171748254/822 
Там, где результат не указан - сделка актуальна.

По итогам теста стало понятно, что стратегия Intraday нуждается в небольшой доработке. 
Ничего критичного, результаты вполне приличные👆 просто...НУЖНО БОЛЬШЕ ЗОЛОТА!🤑
Поэтому мы временно поставили на стоп Intraday сигналы, но обязательно вернёмся к ним после доработок.

Что изменится дальше?

Чтобы вам было проще ориентироваться, с этого момента сигналы трейдера ""A"" будут публиковаться с дополнительными хэштегами:

#среднесрок - сигналы по среднесрочной стратегии
#intraday - сигналы по внутридневной стратегии (появятся после доработки)
Ничего себе мы придумали, да?🤭

Следите внимательно за тегами, чтобы быстро понимать, по какой логике работает текущий сигнал!

Мы продолжаем улучшать подачу информации и качество сигналов.
Спасибо, что с нами  мы работаем для вас! 🚀....

Слоган, конечно, несколько избит, и мы сами хотим придумать что-то своё, фирменное.
В команде сейчас два фаворита, проголосуйте реакцией, пожалуйста:

PifSignal - Ты этого достойна!❤️
или
PifSignal - Das Auto🔥",llm_unavailable,BTC,,,,,[],,,,"[""U_TP_HIT"", ""U_REPORT_FINAL_RESULT""]","[""ACT_MARK_TP_HIT"", ""ACT_ATTACH_RESULT""]","[704, 705, 706, 707, 750, 751, 765, 766, 767, 768, 769, 770, 787, 795, 805, 817, 818, 819, 821, 822]",[],"[""llm_unavailable""]"
1865,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,356,309,2025-11-14T09:38:35+00:00,"[trader#A]

2 тейк. Итого 10,5% чистого движения

Поздравляю",llm_unavailable,,,,,,[],,,,"[""U_REPORT_FINAL_RESULT""]","[""ACT_ATTACH_RESULT""]",[309],[],"[""llm_unavailable""]"
